contract_id;ticket_start_date;ticket_end_date;ticket_type
947215964781;2017-03-24;2018-03-05;technical support
691491741471;2018-08-18;2018-11-26;billing
511786079546;2016-12-11;2018-03-23;upgrade
884919626125;2015-03-12;2017-08-31;billing
795116256932;2016-03-03;2016-03-12;billing
326841535688;2018-04-02;2018-08-03;billing
254977300239;2015-11-19;2017-07-20;upgrade
983992559541;2018-01-28;2018-06-23;billing
570093222074;2017-12-25;2018-11-14;billing
426873816860;2014-10-06;2018-03-31;technical support
006865305271;2017-09-23;2018-07-30;technical support
307763897650;2015-08-15;2015-12-27;upgrade
514533456925;2016-02-14;2017-03-06;technical support
703569287608;2016-02-15;2018-03-05;technical support
045077161522;2018-07-06;2018-09-24;upgrade
209783270754;2018-07-19;2018-12-12;billing
095299464770;2017-09-27;2018-04-23;technical support
312734798462;2014-01-10;2016-05-04;technical support
376074335999;2017-12-18;2018-06-19;upgrade
310246377337;2015-07-29;2016-02-05;technical support
594387278425;2014-03-28;2015-12-11;technical support
259211520178;2018-11-01;2018-12-29;technical support
235634899556;2016-10-25;2016-12-30;technical support
469462314346;2016-07-07;2017-02-10;billing
485950487879;2018-11-10;2018-12-27;technical support
472706865334;2018-06-14;2018-11-01;upgrade
593417681080;2018-09-28;2018-11-13;billing
549434490976;2015-02-22;2018-01-25;technical support
560169905906;2016-11-02;2018-04-14;technical support
451380432685;2013-08-08;2018-10-02;technical support
809611311199;2017-04-13;2018-09-28;upgrade
184515028089;2017-03-09;2017-06-25;technical support
939482702372;2016-09-28;2017-03-19;technical support
270508414689;2017-06-26;2018-11-22;billing
565528414661;2018-04-15;2018-06-06;technical support
939206379575;2014-03-22;2017-03-15;technical support
846721521948;2017-02-06;2017-10-09;billing
812849789361;2018-06-16;2018-11-17;billing
901901674197;2017-07-31;2018-03-29;technical support
291617472022;2012-04-25;2016-02-29;technical support
712052187030;2017-07-17;2018-03-24;technical support
474598453784;2017-01-14;2018-07-22;technical support
258098145262;2015-08-14;2018-06-02;billing
213853232894;2017-04-11;2018-12-10;technical support
707382577980;2017-06-30;2018-12-20;technical support
538499042320;2015-04-01;2016-05-20;technical support
777201953660;2016-11-24;2018-12-22;technical support
010587417326;2018-07-29;2018-10-20;billing
103861584928;2015-07-18;2016-10-23;technical support
773639248291;2015-07-07;2016-09-07;technical support
202631896313;2018-10-15;2018-12-17;technical support
002025492567;2018-12-11;2018-12-20;billing
893417757292;2017-10-20;2018-10-17;upgrade
985761343751;2017-09-27;2018-07-12;billing
078011694864;2018-09-08;2018-12-09;technical support
152782697792;2018-11-10;2018-12-25;technical support
615229475586;2016-10-31;2017-11-13;technical support
076957200347;2018-02-25;2018-11-29;technical support
346857833901;2018-07-08;2018-10-18;billing
976050297633;2016-08-13;2017-05-10;technical support
845066146493;2018-08-12;2018-09-25;billing
940388626714;2017-03-20;2017-12-08;technical support
472901461712;2017-10-30;2018-05-20;billing
486792504196;2018-04-23;2018-12-17;upgrade
112361575689;2015-01-29;2015-08-13;technical support
847826214768;2016-06-30;2018-07-02;billing
288850072576;2014-07-04;2017-08-12;billing
536829719614;2011-03-13;2013-02-22;technical support
656212236735;2017-01-14;2017-04-08;billing
374463243502;2016-05-20;2018-11-27;technical support
566257251704;2017-02-20;2018-12-01;billing
700867665376;2018-12-06;2018-12-18;billing
994980166644;2016-06-27;2017-04-13;billing
336757125793;2015-12-11;2018-11-21;technical support
355350318181;2017-03-15;2018-08-27;technical support
958166202815;2018-01-30;2018-11-17;technical support
645282206407;2014-09-26;2015-02-14;billing
126115255058;2017-04-11;2017-04-16;technical support
269104578771;2015-08-28;2018-09-18;billing
646225758936;2018-08-22;2018-09-25;billing
975001315789;2018-09-21;2018-10-16;technical support
741512498547;2016-11-18;2017-04-01;technical support
736110471761;2013-12-14;2017-05-24;billing
470852865348;2017-08-15;2018-08-06;technical support
520053496936;2017-10-20;2018-03-04;upgrade
565668329427;2015-01-07;2018-08-28;technical support
754478616734;2017-04-11;2018-12-15;billing
058487778755;2014-12-26;2016-12-07;technical support
855999169151;2012-04-04;2016-02-23;technical support
975132722937;2018-01-13;2018-08-29;billing
104973509971;2017-03-21;2017-04-28;billing
156438400242;2016-12-03;2017-10-26;technical support
930980094235;2016-03-01;2016-07-28;technical support
331947324888;2013-06-23;2017-04-10;technical support
554761402863;2016-03-11;2016-04-28;technical support
648090184455;2017-07-11;2017-12-15;billing
680808807953;2017-07-10;2017-10-19;technical support
848211155902;2014-11-21;2015-11-10;technical support
716682465647;2013-01-20;2015-10-04;billing
707099956118;2017-09-12;2018-04-09;billing
791679229415;2017-11-08;2018-07-08;technical support
057763316346;2017-06-03;2017-11-12;technical support
079721444704;2017-08-02;2018-08-04;technical support
804993622968;2017-10-29;2018-09-19;technical support
854392906664;2016-09-30;2018-09-12;billing
872295491321;2015-01-23;2015-02-02;technical support
846963394747;2018-12-25;2018-12-28;technical support
013831372490;2018-05-08;2018-06-25;technical support
027365082242;2016-11-22;2018-10-01;technical support
743444098847;2018-04-14;2018-06-14;billing
675601872479;2018-02-24;2018-12-30;billing
541482341459;2018-11-21;2018-12-16;technical support
227946705050;2018-03-14;2018-10-12;billing
464660861732;2017-01-27;2018-11-09;technical support
556602062911;2014-12-25;2018-07-14;technical support
950340405715;2015-10-20;2015-11-22;technical support
116850148702;2017-03-28;2018-11-13;technical support
230213481599;2016-11-27;2017-12-09;technical support
936950286114;2018-01-02;2018-12-19;technical support
916501458048;2016-09-08;2017-04-28;technical support
293858094774;2017-09-23;2017-09-27;technical support
966988785759;2017-02-09;2018-10-12;billing
525276292421;2014-03-05;2016-07-06;billing
156876274864;2012-01-01;2014-03-21;billing
251329390305;2017-12-25;2018-06-08;billing
122742000282;2017-10-08;2018-02-01;technical support
226601235039;2017-07-27;2018-11-28;technical support
255175231273;2017-12-01;2018-05-01;technical support
074874111078;2016-12-24;2017-02-05;technical support
905355238875;2017-09-27;2017-12-16;technical support
783549257718;2012-11-14;2018-06-01;billing
496957472384;2018-02-10;2018-11-15;billing
031467072571;2016-03-17;2016-12-11;technical support
315815371790;2018-02-09;2018-11-15;billing
513116686903;2017-07-21;2018-08-03;technical support
593916435823;2015-05-18;2016-03-15;billing
013139671520;2013-09-11;2017-03-01;technical support
409870351211;2016-08-01;2018-06-21;technical support
249141373722;2018-10-20;2018-11-04;billing
712052187030;2013-02-20;2018-05-27;technical support
973689694021;2018-08-10;2018-08-24;billing
009168873785;2014-07-01;2015-10-02;technical support
541724428725;2011-12-24;2017-02-24;billing
875099561224;2015-03-26;2017-02-04;technical support
360275593466;2018-10-09;2018-12-14;billing
119784072717;2018-03-14;2018-07-10;billing
982410336087;2016-09-25;2017-07-09;technical support
726022988177;2014-01-02;2016-02-04;upgrade
495902924247;2014-09-19;2017-04-13;technical support
487696694810;2011-05-14;2018-12-01;billing
720074076556;2016-12-24;2018-07-16;technical support
398365924537;2018-12-01;2018-12-03;technical support
149856255813;2017-11-24;2018-01-07;billing
662670800457;2017-10-25;2017-11-01;technical support
609450138058;2016-12-26;2017-06-02;upgrade
117620455419;2017-06-26;2017-07-29;technical support
323234313483;2018-01-10;2018-10-14;technical support
833329831018;2016-12-30;2018-11-21;upgrade
798874817877;2018-11-16;2018-12-08;technical support
745792253902;2015-10-20;2017-03-01;billing
025178779974;2018-07-14;2018-12-04;technical support
585194403285;2017-06-09;2018-01-24;billing
602930132521;2015-08-01;2018-03-31;technical support
559167756624;2018-09-21;2018-09-30;technical support
895204545521;2017-04-18;2018-12-30;technical support
424491206390;2017-11-23;2018-04-23;billing
975920714426;2014-08-17;2018-06-01;technical support
177030087071;2017-02-06;2018-06-23;technical support
733257326804;2015-11-20;2018-12-27;technical support
465613550901;2018-11-21;2018-12-31;technical support
040983617463;2016-09-27;2017-09-10;billing
213886839746;2017-05-07;2018-11-04;technical support
272664541038;2012-06-11;2016-12-16;technical support
292363952181;2011-03-18;2015-09-14;technical support
480325251583;2012-12-17;2016-05-07;billing
565972870179;2018-01-26;2018-10-03;technical support
278077669193;2017-04-02;2018-07-05;billing
429091759448;2015-11-30;2017-06-30;technical support
210092521190;2015-06-09;2016-07-31;billing
469922851624;2017-02-03;2018-02-11;billing
105512515095;2016-02-18;2016-11-20;billing
710675416448;2017-04-14;2018-07-27;technical support
779355625022;2018-03-07;2018-04-05;billing
351037689124;2016-06-22;2018-12-10;technical support
469322259959;2012-06-25;2017-08-21;upgrade
130193106978;2018-07-10;2018-07-23;billing
202789242663;2014-12-04;2015-06-15;technical support
738012145442;2016-12-29;2017-05-11;upgrade
086016112396;2018-06-18;2018-09-04;technical support
214328284564;2014-09-12;2018-01-09;technical support
616877835862;2015-04-27;2015-06-28;technical support
669697105760;2017-01-10;2018-11-09;upgrade
828123885777;2018-02-18;2018-04-06;billing
932883787837;2015-12-06;2017-05-18;upgrade
471510196447;2018-11-14;2018-12-31;technical support
768003882235;2016-01-15;2016-07-22;billing
133078090796;2017-02-01;2017-08-10;billing
543047785108;2015-08-26;2015-10-11;technical support
482812449395;2018-09-01;2018-09-24;technical support
415132645778;2017-12-27;2018-10-27;billing
080957544834;2016-09-23;2017-08-29;technical support
382974853001;2016-10-14;2018-05-12;technical support
544158763018;2018-03-13;2018-04-18;billing
964967317869;2016-08-13;2017-07-11;billing
112197714549;2017-03-01;2017-09-25;upgrade
866065267662;2014-03-08;2017-05-14;technical support
890506493205;2016-08-20;2018-05-24;technical support
821897552907;2014-05-03;2018-07-26;billing
357959566296;2018-09-25;2018-10-01;upgrade
869442674536;2011-06-25;2014-07-31;upgrade
795865107106;2018-08-08;2018-08-21;technical support
889722732982;2015-01-16;2018-10-27;technical support
483341203639;2017-07-10;2017-08-23;technical support
464728663715;2016-11-30;2017-12-04;technical support
578351219343;2018-01-22;2018-09-21;billing
947850654734;2018-10-05;2018-11-19;technical support
345287208223;2018-10-31;2018-11-19;billing
573114835154;2018-07-28;2018-11-12;billing
404990511791;2018-05-15;2018-07-31;upgrade
927970474287;2010-03-01;2012-11-14;technical support
892204091051;2016-05-20;2018-01-15;billing
741138632714;2012-11-09;2015-02-28;technical support
660211523950;2017-03-24;2018-07-10;technical support
106010904752;2017-05-06;2018-05-07;technical support
920089472216;2016-08-12;2017-11-18;technical support
969203737086;2017-02-21;2018-05-07;technical support
840370430217;2015-10-24;2017-10-02;billing
817456480428;2014-11-17;2016-11-22;billing
778550233901;2016-02-03;2018-06-30;billing
714579943354;2016-09-11;2018-07-31;technical support
582970476300;2016-09-27;2018-08-24;upgrade
231270042290;2016-02-18;2017-08-04;technical support
217725167916;2017-10-03;2018-11-20;technical support
440651832540;2015-07-17;2016-11-23;technical support
168746002628;2012-10-06;2018-08-16;billing
643967924375;2012-05-12;2016-12-26;technical support
372393302392;2017-07-18;2018-03-25;technical support
512161947044;2018-10-09;2018-10-15;technical support
710140112329;2013-11-11;2016-03-10;technical support
408433525858;2017-08-09;2018-10-03;billing
553765305548;2016-01-20;2018-01-02;technical support
102557575095;2017-10-14;2018-11-06;technical support
187177622920;2017-07-27;2017-08-27;technical support
540360676349;2017-01-09;2018-01-02;technical support
905177586013;2017-08-11;2017-11-12;technical support
764716076334;2017-11-05;2018-10-26;technical support
647997727183;2017-08-08;2018-04-22;technical support
102015064117;2018-07-23;2018-08-06;technical support
515320159150;2018-02-22;2018-12-08;technical support
272664541038;2013-06-25;2014-01-07;upgrade
656605008452;2015-07-31;2017-01-12;technical support
507603919113;2016-06-14;2016-07-05;billing
097719453407;2017-05-01;2017-05-06;technical support
413411113566;2018-02-22;2018-08-31;technical support
636599815612;2016-03-27;2018-08-29;technical support
910179070083;2013-05-31;2018-11-23;billing
445876144487;2016-10-03;2018-07-07;upgrade
596805945538;2017-11-29;2018-04-18;billing
961495613049;2018-08-12;2018-11-01;upgrade
857971858494;2018-03-16;2018-06-15;technical support
035852859103;2018-03-29;2018-12-25;upgrade
088654171291;2017-01-14;2018-01-09;technical support
529887381833;2015-12-09;2016-10-24;technical support
976211710602;2017-12-10;2018-01-21;billing
961848896794;2016-08-18;2017-10-04;billing
270797645683;2012-05-19;2015-10-09;technical support
836150692334;2015-11-20;2018-11-25;upgrade
134577999750;2017-08-03;2018-02-06;technical support
609588569015;2018-09-01;2018-10-02;technical support
092377764165;2014-06-16;2016-09-09;technical support
339099012716;2015-04-07;2018-07-26;technical support
321252111191;2017-03-29;2018-10-03;billing
254713493446;2018-12-11;2018-12-24;technical support
771313035646;2014-08-25;2016-01-03;technical support
087473897324;2017-12-07;2018-05-28;billing
610520349486;2014-04-26;2014-10-01;billing
766148943506;2013-05-04;2015-01-08;technical support
275924262199;2015-12-01;2018-05-09;technical support
456109618365;2018-01-03;2018-12-03;technical support
349979747691;2017-01-19;2017-08-09;billing
636293191842;2011-02-25;2012-04-10;technical support
034911884099;2018-06-25;2018-08-23;upgrade
620433071240;2016-09-13;2018-08-18;technical support
021404916981;2018-08-19;2018-09-19;upgrade
927970474287;2015-12-11;2017-01-24;billing
008633600770;2017-11-15;2017-12-07;billing
538653602922;2011-09-02;2017-08-08;technical support
027500865840;2018-10-08;2018-10-15;technical support
334744327871;2018-09-23;2018-11-23;technical support
546906674760;2014-04-22;2018-03-30;technical support
743263653244;2015-12-10;2016-06-02;technical support
911451986668;2014-03-07;2015-07-07;technical support
963220403355;2018-04-15;2018-11-15;billing
738481360236;2018-04-09;2018-07-31;technical support
238636003492;2011-10-06;2014-07-24;billing
913171792646;2016-09-18;2018-04-07;technical support
130669019002;2018-01-28;2018-05-23;technical support
781921587951;2018-01-31;2018-02-23;technical support
214748711653;2013-12-21;2015-07-16;technical support
111742273176;2014-05-25;2016-03-05;billing
813505020103;2018-10-01;2018-12-28;technical support
700707317188;2013-10-01;2015-08-01;technical support
070728555241;2018-07-31;2018-10-30;technical support
529616696990;2018-01-28;2018-05-09;technical support
840705868877;2018-12-27;2018-12-29;technical support
174845009073;2015-06-01;2016-03-29;technical support
197086468704;2016-09-19;2018-03-09;technical support
016286268205;2018-09-14;2018-11-18;billing
